Year,WHO region,Country,Alcohol type,Numeric
1999,Western Pacific,Marshall Islands,Other alcoholic beverages,
1984,Europe,United Kingdom of Great Britain and Northern Ireland,Beer,6.84
1997,Eastern Mediterranean,Lebanon,All types,2.08
1993,South-East Asia,Sri Lanka,Wine,0
1982,Americas,Jamaica,Spirits,2.14
1990,Eastern Mediterranean,Saudi Arabia,Other alcoholic beverages,0
1997,Europe,Greece,Spirits,2.57
1989,Western Pacific,Japan,Spirits,2.63
1985,Africa,Angola,Beer,0.84
1992,Americas,Mexico,Other alcoholic beverages,0.03
1995,Western Pacific,Japan,Beer,3.23
1989,Africa,Equatorial Guinea,Other alcoholic beverages,0
1988,Eastern Mediterranean,Afghanistan,Other alcoholic beverages,0
1990,Europe,Russian Federation,Other alcoholic beverages,0.36
1998,Europe,Finland,Beer,4.38
1988,Africa,Mali,Wine,0.01
1998,Western Pacific,Philippines,All types,3.82
1999,Eastern Mediterranean,United Arab Emirates,Wine,0.22
1986,Eastern Mediterranean,Kuwait,Other alcoholic beverages,
1999,Africa,Malawi,Other alcoholic beverages,0.96
1990,Americas,Saint Lucia,All types,11.72
1986,Western Pacific,Philippines,Beer,1.21
1999,Americas,Ecuador,Spirits,0.27
1990,Europe,Belgium,Wine,3.34
1980,Africa,Burundi,Spirits,0.01
1984,Americas,Suriname,Other alcoholic beverages,0
1999,Americas,Panama,Spirits,2.17
1992,South-East Asia,Indonesia,Spirits,0.03
1990,Western Pacific,Tuvalu,All types,1.27
1998,Africa,Swaziland,Wine,0.72
1985,Europe,Netherlands,Spirits,2.77
1992,Americas,Jamaica,Beer,2.36
1991,Western Pacific,Australia,Beer,6.65
1986,Africa,Congo,Wine,0
1986,Africa,Burundi,Other alcoholic beverages,5.38
1985,Americas,Jamaica,Beer,1.66
1997,Europe,Romania,Other alcoholic beverages,
1996,Africa,Guinea-Bissau,Wine,0.45
1989,Europe,Finland,Wine,0.98
1992,South-East Asia,Bhutan,Spirits,0
1989,Africa,Kenya,Beer,1.4
1993,Americas,Uruguay,Other alcoholic beverages,0.2
1994,Europe,Slovenia,Beer,5.52
1989,Americas,Argentina,Spirits,0.29
1984,Europe,Sweden,All types,6.82
1984,Europe,Switzerland,All types,14.33
1987,Western Pacific,Papua New Guinea,Other alcoholic beverages,0
1989,Europe,Slovenia,Other alcoholic beverages,0
1997,Europe,Cyprus,All types,8.33
1989,Africa,Cabo Verde,Beer,0.54
1991,Europe,Kazakhstan,Wine,0.83
1988,Europe,Albania,All types,1.67
1989,Europe,Belgium,Wine,3.09
1998,Americas,Colombia,Beer,3.95
1991,Europe,Finland,Other alcoholic beverages,1.76
1999,Europe,Cyprus,All types,8.93
1996,Europe,Bosnia and Herzegovina,All types,9.68
1988,Americas,Belize,Wine,0.18
1999,Africa,Mali,Spirits,0
1997,Europe,Israel,Spirits,0.81
1983,Africa,Sao Tome and Principe,All types,0.5
1996,Americas,Cuba,Spirits,2.51
1997,Europe,Norway,Beer,2.95
1995,Europe,Poland,Other alcoholic beverages,0
1980,Western Pacific,Samoa,Beer,0.58
1987,Europe,Turkey,Wine,0.09
1985,Africa,Equatorial Guinea,Wine,0
1988,Africa,Malawi,Other alcoholic beverages,0.74
1985,Americas,Uruguay,Beer,1.21
1991,Americas,Suriname,Wine,0.07
1980,Africa,Burundi,Beer,2.82
1985,Eastern Mediterranean,Sudan,Spirits,0.25
1985,Eastern Mediterranean,Jordan,Beer,0.15
1994,Americas,Belize,Other alcoholic beverages,0.08
1984,Eastern Mediterranean,Saudi Arabia,Wine,0
1988,Europe,Slovakia,Beer,6.51
1985,South-East Asia,Democratic People's Republic of Korea,Other alcoholic beverages,
1998,Africa,Burkina Faso,Other alcoholic beverages,3.66
1995,Eastern Mediterranean,Iran (Islamic Republic of),All types,0
1998,Africa,Botswana,Other alcoholic beverages,2.06
1994,Eastern Mediterranean,Yemen,Beer,0.14
1997,Europe,Norway,Spirits,1.01
1983,Europe,Austria,Other alcoholic beverages,
1983,Africa,Angola,Spirits,0.37
1998,Africa,Mozambique,Beer,0.29
1983,Eastern Mediterranean,Oman,Other alcoholic beverages,0
1996,Europe,Bosnia and Herzegovina,Spirits,8.07
1985,Western Pacific,Republic of Korea,Beer,1.24
1998,Western Pacific,Japan,Wine,0.4
1992,Americas,Guatemala,All types,2.4
1992,Western Pacific,Republic of Korea,All types,8.12
1996,Western Pacific,Australia,All types,9.77
1997,Africa,Comoros,Beer,0.03
1998,South-East Asia,Indonesia,Beer,0.05
1997,Africa,Equatorial Guinea,Other alcoholic beverages,
1983,Africa,Cameroon,Other alcoholic beverages,3.82
1999,Africa,Togo,Beer,0.48
1994,Americas,Guatemala,All types,1.68
1980,Eastern Mediterranean,Iraq,Spirits,0.51
1990,Africa,Swaziland,Beer,0
1987,Africa,Gabon,Spirits,0.65
1994,Europe,Russian Federation,Spirits,7.03
1981,Europe,France,All types,18.33
1980,Europe,Ukraine,Wine,2.44
1990,Europe,Republic of Moldova,Wine,
1993,Africa,Liberia,All types,4.97
1997,Africa,Democratic Republic of the Congo,Other alcoholic beverages,1.69
1986,Eastern Mediterranean,Libya,All types,0
1983,Western Pacific,Brunei Darussalam,Other alcoholic beverages,0
1981,Eastern Mediterranean,Djibouti,Other alcoholic beverages,0
1991,Europe,Sweden,Spirits,2.07
1988,Europe,Slovakia,Spirits,4.19
1996,Europe,Ireland,Spirits,2.36
1987,Americas,Canada,Beer,4.83
1980,Americas,Panama,Wine,0.12
1983,Africa,Botswana,Beer,1.58
1990,Africa,Côte d'Ivoire,Other alcoholic beverages,2.89
1984,South-East Asia,Myanmar,Beer,0.01
1985,Africa,Mauritius,Other alcoholic beverages,0
1991,Africa,United Republic of Tanzania,Wine,0
1999,South-East Asia,India,Spirits,2.15
1982,Americas,Belize,Beer,2.22
1996,Western Pacific,Marshall Islands,Wine,
1981,Africa,Mauritania,All types,0.06
1987,Americas,Mexico,Other alcoholic beverages,0.08
1989,Eastern Mediterranean,United Arab Emirates,Wine,0.11
1998,Eastern Mediterranean,Iraq,All types,0.22
1989,Europe,Israel,Other alcoholic beverages,0
1986,Europe,Albania,Other alcoholic beverages,
1994,Europe,Uzbekistan,Wine,0.42
1985,Western Pacific,Australia,Spirits,1.7
1986,Americas,Ecuador,Wine,0.04
1983,Eastern Mediterranean,Lebanon,Wine,0.47
1994,Western Pacific,Japan,Other alcoholic beverages,1.8
1984,Africa,Angola,Wine,0.57
1991,Americas,Costa Rica,All types,6.1
1986,Eastern Mediterranean,Bahrain,Spirits,3.64
1980,Eastern Mediterranean,Lebanon,Other alcoholic beverages,0
1981,Western Pacific,China,Beer,0.06
1983,Eastern Mediterranean,Egypt,All types,0.35
1990,Americas,Saint Vincent and the Grenadines,All types,6.18
1982,Europe,Spain,Wine,8.4
1985,Western Pacific,Fiji,All types,2.05
1991,Africa,Côte d'Ivoire,Other alcoholic beverages,3.03
1996,Eastern Mediterranean,Syrian Arab Republic,Other alcoholic beverages,0
1996,Western Pacific,Cambodia,Beer,0.11
1982,Eastern Mediterranean,Jordan,Other alcoholic beverages,
1998,Africa,Comoros,Spirits,0.01
1982,Americas,Cuba,All types,3.59
1998,Africa,Mauritania,Other alcoholic beverages,0
1988,Africa,Burkina Faso,Spirits,0.02
1997,Africa,Burundi,Other alcoholic beverages,8.69
1999,Americas,Guyana,Wine,0
1999,Europe,France,Other alcoholic beverages,0.25
1982,Western Pacific,Singapore,Other alcoholic beverages,0.1
1993,Western Pacific,China,All types,4.13
1994,Africa,Equatorial Guinea,Spirits,0
1993,Europe,Hungary,Spirits,4.44
1988,Europe,Israel,Wine,0.5
1982,Europe,France,Spirits,2.83
1993,Western Pacific,Fiji,Other alcoholic beverages,0
1991,Western Pacific,Australia,Spirits,1.12
1990,Americas,Suriname,Spirits,1.79
1986,Europe,Turkey,Wine,0.07
1987,Europe,Israel,Beer,0.96
1999,Western Pacific,Tuvalu,Wine,0.04
1984,Europe,Poland,Wine,1.21
1991,Europe,Netherlands,Wine,2.45
1984,Africa,Gambia,All types,1.27
1987,Africa,Central African Republic,Beer,1.37
1990,Africa,Senegal,Beer,0.29
1996,Africa,Togo,Beer,0.47
1995,Africa,Cameroon,Spirits,0.01
1999,Eastern Mediterranean,Iran (Islamic Republic of),Beer,0
1998,Africa,Liberia,All types,4.15
1998,Eastern Mediterranean,Oman,All types,0.27
1990,Eastern Mediterranean,Iraq,Other alcoholic beverages,0
1997,Western Pacific,Mongolia,Spirits,1.18
1998,Europe,Lithuania,Beer,2.91
1997,Europe,Finland,Wine,1.65
1998,Europe,Kyrgyzstan,All types,3.31
1991,South-East Asia,Myanmar,Wine,0
1984,Western Pacific,New Zealand,All types,12.08
1997,Western Pacific,Micronesia (Federated States of),All types,3.61
1995,South-East Asia,Democratic People's Republic of Korea,Spirits,3.45
1996,Americas,Barbados,Other alcoholic beverages,0.06
1990,Europe,Denmark,Beer,7.45
1997,Western Pacific,Solomon Islands,Spirits,0.03
1997,Americas,Grenada,Wine,0.58
1998,Europe,Bosnia and Herzegovina,All types,8.37
1995,Europe,Croatia,Wine,4.95
1990,Eastern Mediterranean,Somalia,Wine,0
1984,Africa,Senegal,Wine,0.33
1987,Eastern Mediterranean,Pakistan,All types,0.02
1993,Western Pacific,Japan,Other alcoholic beverages,2.04
1994,Western Pacific,Samoa,Wine,0.05
1996,Africa,Nigeria,Wine,0
1987,Africa,Guinea-Bissau,Spirits,0.78
1995,Western Pacific,Samoa,Beer,2.06
1999,Americas,Colombia,Other alcoholic beverages,0
1998,Western Pacific,Papua New Guinea,Other alcoholic beverages,0
1989,Eastern Mediterranean,Iraq,Wine,0.01
1991,Western Pacific,Mongolia,Beer,0.1
1987,Africa,Togo,Beer,2.23
1984,Americas,Chile,All types,10.04
1988,Americas,Bolivia (Plurinational State of),Spirits,1.95
1999,Americas,Panama,Other alcoholic beverages,0.01
1989,Europe,Russian Federation,Spirits,2.6
1984,Europe,Switzerland,Wine,7.29
1999,Europe,Russian Federation,All types,10.7
1988,Eastern Mediterranean,Bahrain,Spirits,3.57
1992,Europe,Hungary,Spirits,4.59
1994,Africa,Cabo Verde,Other alcoholic beverages,
1983,Europe,Czech Republic,Beer,7.68
1995,Europe,Lithuania,Wine,0.55
1988,Eastern Mediterranean,Lebanon,Spirits,2.73
1991,Africa,Swaziland,Wine,0
1991,Africa,Malawi,Other alcoholic beverages,0.64
1989,Eastern Mediterranean,Saudi Arabia,Spirits,0
1998,Europe,Israel,Beer,0.91
1985,Africa,Chad,Wine,0.05
1980,South-East Asia,Indonesia,Other alcoholic beverages,
1986,Europe,Kyrgyzstan,Wine,0.76
1985,South-East Asia,Democratic People's Republic of Korea,All types,3.47
1990,Europe,Romania,Wine,3.17
1982,Europe,Slovakia,Other alcoholic beverages,0
1993,Africa,Rwanda,Wine,0.01
1991,Africa,Sierra Leone,Spirits,0.03
1998,Western Pacific,Tonga,All types,0.96
1998,Africa,Zambia,Spirits,0.22
1987,Eastern Mediterranean,Saudi Arabia,Other alcoholic beverages,0
1999,Europe,The former Yugoslav republic of Macedonia,Wine,0.96
1989,Africa,Gambia,Wine,0.03
1986,Europe,Poland,Other alcoholic beverages,
1996,Europe,France,Beer,2.45
1990,Americas,Antigua and Barbuda,Spirits,2.1
1988,South-East Asia,Thailand,Wine,0
1990,Americas,Suriname,Other alcoholic beverages,0
1986,Americas,Jamaica,Spirits,1.09
1981,Western Pacific,Micronesia (Federated States of),All types,0
1999,Americas,Argentina,Spirits,1.13
1987,Africa,Zimbabwe,Wine,0.03
1995,Africa,Eritrea,Beer,1.13
1983,Eastern Mediterranean,Yemen,Other alcoholic beverages,
1986,Europe,Latvia,All types,7.79
1986,Africa,United Republic of Tanzania,All types,7.29
1981,Africa,Lesotho,All types,3.33
1990,South-East Asia,Indonesia,Spirits,0.03
1994,Western Pacific,Tuvalu,All types,1.62
1981,Europe,Romania,All types,10.48
1980,Africa,Côte d'Ivoire,Beer,0.55
1992,Africa,Madagascar,Wine,0.1
1985,Africa,Cabo Verde,Wine,1.39
1984,Americas,Peru,All types,5.73
1991,Africa,Equatorial Guinea,All types,3.99
1982,Africa,South Africa,Spirits,2.03
1996,Europe,Romania,Wine,3.8
1995,Europe,Albania,Wine,1.05
1980,Africa,Togo,Other alcoholic beverages,0.63
1990,Europe,Bosnia and Herzegovina,Other alcoholic beverages,
1991,Americas,Canada,Other alcoholic beverages,
1993,Americas,Jamaica,Wine,0.03
1999,South-East Asia,Indonesia,Spirits,0.05
1993,Americas,Dominica,Other alcoholic beverages,0.03
1990,Africa,Guinea-Bissau,Spirits,0.84
1990,Americas,Nicaragua,Beer,0.78
1982,Africa,Cameroon,Wine,0.13
1987,Africa,United Republic of Tanzania,Spirits,0.13
1998,Americas,Brazil,All types,5.7
1997,Western Pacific,Cook Islands,Other alcoholic beverages,
1996,Europe,Azerbaijan,Spirits,1.21
1998,Africa,Angola,Other alcoholic beverages,0.37
1992,Africa,Cabo Verde,Spirits,0.39
1987,Africa,Guinea-Bissau,Beer,0.4
1992,Americas,Nicaragua,Beer,0.63
1989,Europe,Netherlands,Spirits,2.35
1991,South-East Asia,Myanmar,Other alcoholic beverages,0
1987,Africa,Guinea-Bissau,Other alcoholic beverages,1.2
1989,Africa,Malawi,Beer,0.11
1994,Americas,Antigua and Barbuda,Other alcoholic beverages,0
1983,Western Pacific,Republic of Korea,All types,10.71
1981,Africa,Ghana,Other alcoholic beverages,1.15
1991,Eastern Mediterranean,Egypt,Beer,0.07
1983,Europe,Iceland,All types,5.11
1993,Western Pacific,Lao People's Democratic Republic,Beer,0.26
1994,Europe,Iceland,Spirits,2.02
1992,Africa,Togo,All types,1.34
1996,Europe,Albania,All types,3.12
1998,Africa,Mauritania,Beer,0
1983,Americas,Brazil,Beer,1.43
1996,Eastern Mediterranean,Jordan,All types,0.16
1997,Europe,Turkey,All types,1.64
1996,Europe,Russian Federation,Beer,1.51
1986,Western Pacific,Japan,Spirits,2.93
1997,Europe,Poland,Wine,1.79
1986,Europe,Iceland,Beer,1.07
1998,Western Pacific,Niue,Beer,2.72
1988,Africa,Guinea,Beer,0.08
1996,Americas,Chile,Beer,2.39
1983,Africa,Sierra Leone,Spirits,0.01
1994,Europe,Lithuania,All types,3.62
1988,Africa,Guinea-Bissau,All types,0.003
1989,Americas,Brazil,Wine,0.31
1985,Eastern Mediterranean,Morocco,Wine,0.25
1998,Americas,Chile,Other alcoholic beverages,0
1993,Europe,San Marino,Beer,
1991,Western Pacific,Papua New Guinea,Wine,0.01
1991,Europe,Kyrgyzstan,Wine,0.67
1984,Africa,Liberia,Spirits,2.96
1989,Africa,South Africa,Spirits,1.8
1993,Americas,Colombia,All types,6.66
1998,Africa,Mali,Wine,0
1996,Americas,United States of America,Wine,1.14
1996,Africa,Cameroon,All types,2.47
1999,Africa,Liberia,Beer,0.21
1994,Africa,South Africa,Other alcoholic beverages,1.43
1987,Eastern Mediterranean,Kuwait,Beer,0
1989,Europe,Croatia,Spirits,2.95
1990,Africa,Madagascar,All types,1.52
1990,Europe,Poland,All types,8.16
1984,Western Pacific,New Zealand,Other alcoholic beverages,0.02
1991,Africa,Lesotho,Beer,1.01
1996,Africa,Democratic Republic of the Congo,Wine,0
1999,Americas,Guatemala,Beer,0.68
1985,Eastern Mediterranean,Kuwait,Other alcoholic beverages,
1988,Europe,Cyprus,All types,9.61
1997,Western Pacific,New Zealand,Beer,4.43
1982,Africa,Swaziland,Beer,0
1996,Africa,Gambia,Wine,0.06
1994,Eastern Mediterranean,Syrian Arab Republic,Other alcoholic beverages,0
1994,Americas,Colombia,Spirits,2.41
1994,Eastern Mediterranean,Afghanistan,Wine,0
1981,Africa,Botswana,Wine,0.29
1989,Africa,Ghana,Wine,0
1998,South-East Asia,Thailand,All types,5.88
1985,Americas,Dominican Republic,Wine,0.04
1997,Europe,Ireland,Spirits,2.34
1999,Western Pacific,Australia,Other alcoholic beverages,0
1990,Western Pacific,Samoa,Wine,0.04
1993,Europe,Czech Republic,All types,13.74
1998,Western Pacific,Samoa,All types,1.74
1992,Europe,Turkmenistan,Other alcoholic beverages,0
1994,Africa,Equatorial Guinea,All types,1.68
1998,Eastern Mediterranean,Oman,Beer,0.27
1981,South-East Asia,Democratic People's Republic of Korea,Spirits,2.4
1998,Western Pacific,New Zealand,Beer,4.4
1987,Europe,Kyrgyzstan,All types,3.01
1998,Europe,Malta,All types,6.7
1990,South-East Asia,Thailand,All types,4.98
1996,Western Pacific,Mongolia,All types,1.52
1988,Europe,France,All types,15.86
1984,South-East Asia,Sri Lanka,Spirits,0.25
1992,Europe,Croatia,All types,11.47
1987,Europe,Russian Federation,Wine,0.81
1990,Africa,Zimbabwe,Wine,0.02
1988,Africa,Ethiopia,Beer,0.56
1996,Americas,Haiti,All types,6.15
1986,Europe,Ireland,All types,11.23
1988,Africa,Sao Tome and Principe,All types,1.74
1993,Africa,Democratic Republic of the Congo,Beer,0.26
1983,Europe,Italy,Beer,1.32
1996,Africa,Zimbabwe,All types,4.22
1992,Americas,Cuba,Spirits,2.6
1992,Americas,Barbados,All types,7.09
1980,Western Pacific,Solomon Islands,Spirits,0.11
1983,Eastern Mediterranean,Syrian Arab Republic,All types,0.79
1987,Europe,Finland,Beer,3.88
1985,Americas,Argentina,Wine,10.45
1985,South-East Asia,India,Beer,0.02
1994,Africa,Botswana,Spirits,0.58
1981,Africa,Comoros,Beer,0.04
1992,Americas,Guatemala,Spirits,1.69
1988,Europe,Croatia,All types,11.07
1995,South-East Asia,Myanmar,Wine,0
1991,Africa,Swaziland,Other alcoholic beverages,4.56
1980,Europe,Poland,All types,10.66
1981,Western Pacific,Lao People's Democratic Republic,Beer,0
1998,Africa,Zambia,All types,2.97
1987,Americas,Mexico,Wine,0.06
1999,Americas,United States of America,Beer,4.66
1993,Europe,Belarus,Other alcoholic beverages,0.64
1995,Africa,Chad,All types,0.19
1984,Africa,Guinea,Beer,0.04
1988,Western Pacific,Micronesia (Federated States of),Spirits,0
1991,Africa,Togo,Spirits,0.23
1983,Eastern Mediterranean,Saudi Arabia,Wine,0
1992,Africa,Mozambique,All types,0.56
1985,Americas,Guatemala,Wine,0.01
1984,Europe,Hungary,Spirits,6.51
1992,Africa,Gabon,Other alcoholic beverages,
1995,Americas,Panama,Wine,0.08
1986,Americas,Suriname,Wine,0.09
1997,Americas,Antigua and Barbuda,All types,5.45
1987,Europe,Iceland,Wine,1.01
1999,Europe,Slovenia,Beer,5.04
1983,Africa,Ethiopia,Other alcoholic beverages,0.15
1981,Eastern Mediterranean,Tunisia,Spirits,0.03
1992,Americas,El Salvador,Other alcoholic beverages,
1982,Eastern Mediterranean,Qatar,Wine,0
1983,Europe,Finland,Spirits,1.65
1988,Western Pacific,Lao People's Democratic Republic,Wine,0
1992,Americas,Brazil,Wine,0.3
1980,Eastern Mediterranean,Libya,Other alcoholic beverages,0
1988,Americas,Venezuela (Bolivarian Republic of),Beer,5.78
1998,Western Pacific,Republic of Korea,All types,7.36
1986,Africa,Mauritania,All types,0.03
1980,Americas,Bolivia (Plurinational State of),Spirits,2.93
1986,Africa,Sao Tome and Principe,Beer,0
1989,Europe,Italy,All types,10.95
1988,Americas,Chile,Wine,5.36
1981,Europe,Czech Republic,All types,14.23
1980,Africa,Ethiopia,Other alcoholic beverages,0.14
1997,Americas,Panama,Beer,3.59
1983,Western Pacific,Malaysia,Wine,0
1991,Eastern Mediterranean,Somalia,Spirits,0
1996,Western Pacific,Lao People's Democratic Republic,All types,5.08
1987,Americas,Dominican Republic,Beer,1.32
1998,Eastern Mediterranean,Yemen,Other alcoholic beverages,0
1990,Americas,Brazil,Wine,0.3
1989,Europe,Bulgaria,Beer,4.43
1991,Americas,Belize,Wine,0.08
1994,Americas,Honduras,All types,2.27
1984,Eastern Mediterranean,Egypt,Other alcoholic beverages,
1991,South-East Asia,Bhutan,Other alcoholic beverages,0
1986,Eastern Mediterranean,Jordan,Other alcoholic beverages,
1994,South-East Asia,Indonesia,All types,0.06
1996,Africa,Nigeria,All types,9.36
1995,Africa,Chad,Wine,0.09
1995,Africa,Cabo Verde,Wine,2.53
1989,Western Pacific,Cambodia,Beer,0
1988,South-East Asia,Indonesia,Beer,0.03
1983,Africa,Eritrea,Other alcoholic beverages,0.42
1999,Europe,Poland,Spirits,2.62
1986,Europe,Malta,Beer,1.78
1985,Africa,Guinea-Bissau,All types,2.84
1996,Western Pacific,Republic of Korea,Beer,2.38
1983,Europe,Ireland,Other alcoholic beverages,0.58
1986,Western Pacific,Mongolia,Beer,0.26
1983,Africa,Equatorial Guinea,Beer,0.06
1989,Eastern Mediterranean,Libya,Beer,0
1998,Americas,Colombia,All types,6.55
1990,Americas,Barbados,Other alcoholic beverages,0.01
1996,Africa,United Republic of Tanzania,All types,4.61
1992,Americas,Guyana,Beer,1.36
1992,Africa,Côte d'Ivoire,Spirits,0.06
1992,Europe,Netherlands,Spirits,2.33
1983,Africa,Eritrea,Wine,0
1994,Africa,Sierra Leone,Wine,0
1993,Africa,Democratic Republic of the Congo,Wine,0
1990,Africa,Congo,Other alcoholic beverages,0
1994,Eastern Mediterranean,Qatar,All types,0.86
1985,Europe,Ukraine,Wine,1.81
1988,Africa,Botswana,Wine,0.4
1986,Africa,Senegal,All types,0.44
1994,Africa,Burundi,Wine,0.01
1998,Americas,Canada,Wine,1.2
1999,South-East Asia,Bhutan,Spirits,0
1983,Europe,Israel,Beer,1.02
1982,Eastern Mediterranean,Afghanistan,Other alcoholic beverages,0
1989,Americas,Belize,Spirits,
1994,Europe,Cyprus,Spirits,3.52
1999,Africa,Uganda,Other alcoholic beverages,6.95
1986,Africa,South Africa,Beer,3.39
1997,Americas,Antigua and Barbuda,Spirits,3.98
1992,Western Pacific,Viet Nam,Spirits,0.02
1993,Africa,Madagascar,All types,1.14
1986,Africa,Burundi,Beer,2.96
1984,Americas,Bahamas,Wine,1.92
1981,Americas,United States of America,Other alcoholic beverages,
1995,South-East Asia,Bangladesh,All types,0
1995,Americas,Dominican Republic,All types,5.52
1981,Western Pacific,Papua New Guinea,Beer,1.24
1994,Africa,Central African Republic,All types,2.04
1988,Eastern Mediterranean,Saudi Arabia,All types,0.21
1993,Europe,Iceland,Other alcoholic beverages,0.01
1986,Africa,Gabon,Wine,5
1997,Americas,Cuba,Spirits,2.5
1989,Europe,Switzerland,Spirits,2.28
1981,Africa,Benin,All types,2.34
1995,Americas,Saint Kitts and Nevis,Other alcoholic beverages,0.09
1991,Europe,Spain,Other alcoholic beverages,0
1995,Europe,Romania,Beer,2.46
1990,Western Pacific,Mongolia,Wine,0
1989,Eastern Mediterranean,Saudi Arabia,Wine,0
1991,Europe,Malta,Spirits,2.15
1983,Europe,Norway,All types,4.85
1997,Africa,Burkina Faso,Beer,0.48
1991,Africa,Cameroon,All types,3.91
1982,Africa,Angola,Other alcoholic beverages,0
